nu,stress,time,n,w,q,z
0.005,0.08,340.0,5.918270076954104,0.03171643569557569,0.5863278793273243,0.7166801540169871
0.005,0.08,342.5,5.917932611897334,0.032020764544570486,0.5856299894305145,0.7167132902247624
0.005,0.08,345.0,5.917573152071949,0.0323372600529751,0.5849323275278198,0.7167562545417431
0.005,0.08,347.5,5.91719122367446,0.032666175756162916,0.5842349107860294,0.7168092672360439
0.005,0.08,350.0,5.9167863373190634,0.03300777627179183,0.5835377566717119,0.7168725530758117
0.005,0.08,352.5,5.916357990994588,0.03336233742663648,0.5828408829621737,0.7169463382454422
0.005,0.08,355.0,5.9159056569522726,0.033730146491761696,0.5821443077592214,0.7170308632226328
0.005,0.08,357.5,5.915428786429206,0.03411150249525,0.5814480495026111,0.7171263777422113
0.005,0.08,360.0,5.9149268090666425,0.0345067163762071,0.580752126979219,0.7172331412238174
0.005,0.08,362.5,5.914399132579118,0.034916111345792325,0.5800565593417505,0.7173514227417568
0.005,0.08,365.0,5.913845141954699,0.03534002312004803,0.5793613661214393,0.71748150159192
0.005,0.08,367.5,5.913264198756123,0.035778800228845345,0.578666567243181,0.7176236676816982
0.005,0.08,370.0,5.912655641370537,0.03623280398589479,0.5779721830242209,0.717778221310235
0.005,0.08,372.5,5.912018783325776,0.0367024092977616,0.5772782342155532,0.7179454740431298
0.005,0.08,375.0,5.911352913634197,0.037188004603680345,0.5765847419989736,0.71812574842879
0.005,0.08,377.5,5.910657295670297,0.037689992461353426,0.5758917280171582,0.7183193785350168
0.005,0.08,380.0,5.9099311671576515,0.03820878950042516,0.5751992143716874,0.7185267100085903
0.005,0.08,382.5,5.909173739118045,0.03874482704165874,0.5745072236549617,0.7187481005069633
0.005,0.08,385.0,5.90838419547231,0.03929855109071755,0.5738157789511356,0.7189839201036392
0.005,0.08,387.5,5.907561692530803,0.03987042283232025,0.5731249038614031,0.719234551303544
0.005,0.08,390.0,5.9067053583385425,0.04046091890949875,0.5724346225200778,0.7195003894186257
0.005,0.08,392.5,5.905814292599588,0.04107053175118785,0.5717449596132784,0.7197818423158916
0.005,0.08,395.0,5.904887565855803,0.04169976987445191,0.5710559403945307,0.7200793309364124
0.005,0.08,397.5,5.903924218116755,0.04234915817613693,0.5703675907059121,0.7203932903737752
0.005,0.08,400.0,5.90292325890976,0.043019238278317225,0.5696799369945666,0.72072416947859
0.005,0.08,402.5,5.901883666413926,0.043710568769063554,0.5689930063322203,0.7210724314836778
0.005,0.08,405.0,5.900804386740735,0.044423725549528295,0.5683068264330996,0.7214385543764033
0.005,0.08,407.5,5.899684335132265,0.04515930203301871,0.5676214256746128,0.7218230295013834
0.005,0.08,410.0,5.898522394283588,0.04591790949214024,0.5669368331146669,0.7222263628909389
0.005,0.08,412.5,5.897317413547536,0.04670017718093448,0.5662530785147813,0.7226490759381966
0.005,0.08,415.0,5.896068209165346,0.04750675269360432,0.5655701923569222,0.7230917048077167
0.005,0.08,417.5,5.894773561899744,0.04833830210945863,0.5648882058674318,0.723554802657464
0.005,0.08,420.0,5.893432217466829,0.04919551028819558,0.564207151034801,0.7240389389116422
0.005,0.08,422.5,5.892042889416734,0.05007908089702894,0.5635270606330132,0.724544696352904
0.005,0.08,425.0,5.8906042550309285,0.050989736814311265,0.5628479682398406,0.7250726748214271
0.005,0.08,427.5,5.889114956572188,0.051928219982780716,0.5621699082591551,0.7256234901116984
0.005,0.08,430.0,5.887573602047512,0.05289529130010862,0.5614929159431008,0.7261977733190463
0.005,0.08,432.5,5.885978763313412,0.05389173105080012,0.5608170274118901,0.7267961723024546
0.005,0.08,435.0,5.884328976606364,0.05491833872642467,0.5601422796759573,0.7274193513338785
0.005,0.08,437.5,5.8826227421863155,0.05597593288680166,0.559468710655639,0.7280679915935497
0.005,0.08,440.0,5.880858524312478,0.05706535135915958,0.5587963592033021,0.7287427909950296
0.005,0.08,442.5,5.879034754948513,0.05818745057276272,0.5581252651227674,0.7294444611453909
0.005,0.08,445.0,5.877149830611873,0.05934310586773001,0.5574554691909838,0.7301737301870641
0.005,0.08,447.5,5.875202116446508,0.06053321037689761,0.5567870131768845,0.7309313398432611
0.005,0.08,450.0,5.873189942877893,0.06175867540563722,0.5561199398624265,0.7317180483831367
0.005,0.08,452.5,5.871111604220716,0.0630204293439402,0.5554542930604204,0.7325346331020106
0.005,0.08,455.0,5.868965364133823,0.0643194176871133,0.5547901176334746,0.7333818848457307
0.005,0.08,457.5,5.866749453617744,0.0656566023010544,0.5541274595114261,0.7342606107478687
0.005,0.08,460.0,5.864462085562277,0.06703296004010041,0.5534663657072387,0.7351716210642897
0.005,0.08,462.5,5.862101451612212,0.06844948199432224,0.5528068843326004,0.7361157330601331
0.005,0.08,465.0,5.8596657022626815,0.0699071725287161,0.5521490646132284,0.7370937918752694
0.005,0.08,467.5,5.857152954356708,0.07140704810491368,0.5514929569022121,0.7381066642050457
0.005,0.08,470.0,5.854561304362216,0.07295013617993433,0.5508386126918668,0.7391552261245169
0.005,0.08,472.5,5.851888879323423,0.07453747369506991,0.5501860846175378,0.7402403136481743
0.005,0.08,475.0,5.849133755934946,0.07617010483641762,0.5495354264734055,0.7413628058953035
0.005,0.08,477.5,5.846294003728332,0.07784907972137722,0.5488866932167795,0.742523583216958
0.005,0.08,480.0,5.843367651774059,0.07957545194200341,0.5482399409718837,0.7437235629506042
0.005,0.08,482.5,5.840352744968892,0.08135027728809201,0.5475952270273835,0.7449636444096829
0.005,0.08,485.0,5.837247354402972,0.08317461032947637,0.5469526098360857,0.7462447019342182
0.005,0.08,487.5,5.83404961761912,0.0850495013227101,0.54631214900557,0.7475675477248372
0.005,0.08,490.0,5.8307575004259675,0.08697599373290882,0.5456739053115452,0.7489331725077906
0.005,0.08,492.5,5.827369106169865,0.08895512202095354,0.5450379406582561,0.7503424384758485
0.005,0.08,495.0,5.823882594659778,0.09098790764302346,0.5444043180711174,0.7517961643638659
0.005,0.08,497.5,5.820296067453861,0.09307535454434147,0.543773101690039,0.7532952446684644
0.005,0.08,500.0,5.8166076269637745,0.09521844641347176,0.5431443567406532,0.7548405932894207
0.005,0.08,502.5,5.812815655017657,0.09741814201649926,0.5425181494804183,0.7564328696325111
0.005,0.08,505.0,5.80891829764273,0.09967536918597455,0.5418945472136718,0.7580729998379622
0.005,0.08,507.5,5.804913916195465,0.10199102230921958,0.5412736182161508,0.7597617281619822
0.005,0.08,510.0,5.800800914733763,0.10436595608088822,0.5406554316951173,0.7614997958520155
0.005,0.08,512.5,5.796577769468421,0.1068009809911461,0.540040057728005,0.7632879162071002
0.005,0.08,515.0,5.792243046824994,0.10929685825899592,0.5394275672036022,0.7651267615826773
0.005,0.08,517.5,5.787795418961998,0.11185428960462176,0.5388180318271701,0.7670169581000477
0.005,0.08,520.0,5.783233669211153,0.11447391431239624,0.5382115239916433,0.7689590831431175
0.005,0.08,522.5,5.778556702943903,0.11715630337353451,0.5376081166698693,0.7709536603492293
0.005,0.08,525.0,5.773763560799507,0.1199019523758616,0.5370078833699197,0.7730011534912984
0.005,0.08,527.5,5.768853432257674,0.12271127377880742,0.5364108980426132,0.7751019606301854
0.005,0.08,530.0,5.7638256687417435,0.1255845897827515,0.5358172349730805,0.777256408142172
0.005,0.08,532.5,5.7586797964055405,0.1285221253712426,0.535226968669084,0.7794647448898838
0.005,0.08,535.0,5.753415528854958,0.13152400129167544,0.5346401737484403,0.7817271365200331
0.005,0.08,537.5,5.748032782282889,0.1345902257694241,0.5340569248015535,0.7840436586143535
0.005,0.08,540.0,5.74253168999647,0.13772068655875366,0.533477296250317,0.786414290111443
0.005,0.08,542.5,5.7369126145639315,0.14091514431650667,0.5329013622166977,0.7888389077862288
0.005,0.08,545.0,5.731176160333898,0.14417322575435515,0.5323291963772916,0.7913172805784141
0.005,0.08,547.5,5.72532318727016,0.1474944161570819,0.5317608718005661,0.7938490632394253
0.005,0.08,550.0,5.719354824679616,0.1508780519503846,0.5311964607719444,0.7964337900366661
0.005,0.08,552.5,5.713272483119578,0.15432331410814867,0.5306360346195305,0.7990708694389402
0.005,0.08,555.0,5.707077866383202,0.1578292217063312,0.5300796635316515,0.8017595785771342
0.005,0.08,557.5,5.700772981485702,0.1613946266559122,0.5295274163672625,0.8044990585250525
0.005,0.08,560.0,5.6943601485445425,0.1650182084756778,0.5289793604619772,0.8072883096464466
0.005,0.08,562.5,5.687842008683012,0.16869846984684295,0.5284355614272299,0.8101261881368116
0.005,0.08,565.0,5.681221531243823,0.1724337329185822,0.5278960829462594,0.8130114025042617
0.005,0.08,567.5,5.6745020193441995,0.1762221364588363,0.5273609865650106,0.8159425108636311
0.005,0.08,570.0,5.667687113424545,0.1800616343030801,0.5268303314812792,0.8189179189390416
0.005,0.08,572.5,5.660780792329581,0.18394999463286824,0.5263041743347265,0.8219358797042173
0.005,0.08,575.0,5.653787372418844,0.18788480068687224,0.5257825689961677,0.824994493560951
0.005,0.08,577.5,5.646711504316715,0.1918634530382221,0.5252655663513679,0.8280917093117295
0.005,0.08,580.0,5.639558171080492,0.19588317066442792,0.5247532141034561,0.8312253249217469
0.005,0.08,582.5,5.632332675825848,0.19994099816179395,0.524245556573344,0.8343929926790254
0.005,0.08,585.0,5.62504063253023,0.20403381080225907,0.5237426345168622,0.8375922233341777
0.005,0.08,587.5,5.617687953470285,0.20815832177128424,0.5232444849313174,0.8408203914250977
0.005,0.08,590.0,5.610280833921676,0.21231109108254023,0.5227511408739873,0.8440747416624507
0.005,0.08,592.5,5.602825729985675,0.21648853751989466,0.5222626312730754,0.8473523991610976
0.005,0.08,595.0,5.595329339827228,0.22068694969934632,0.5217789808083784,0.8506503771400925
0.005,0.08,597.5,5.587798579315843,0.2249024994407732,0.5213002097779422,0.8539655879100511
0.005,0.08,600.0,5.580240555529493,0.22913125655308897,0.5208263339753009,0.8572948545840846
0.005,0.08,602.5,5.57266253893299,0.23336920438350686,0.5203573645903175,0.8606349233501701
0.005,0.08,605.0,5.565071927430377,0.23761225977452882,0.5198933081057068,0.8639824794617615
0.005,0.08,607.5,5.5574762149110235,0.24185629052212826,0.519434166247569,0.8673341612335153
0.005,0.08,610.0,5.549882959997943,0.24609713264504013,0.5189799359642298,0.8706865740236842
0.005,0.08,612.5,5.542299750379953,0.25033061011221186,0.5185306094079989,0.8740363061745025
0.005,0.08,615.0,5.534734164140124,0.2545525561989279,0.5180861739322556,0.8773799463276151
0.005,0.08,617.5,5.527193732186174,0.25875883419882034,0.5176466121142311,0.8807141002816723
0.005,0.08,620.0,5.519685900963677,0.2629453579252397,0.5172119018132905,0.8840354077777504
0.005,0.08,622.5,5.512217996172268,0.2671081116576739,0.5167820162525268,0.8873405588367251
0.005,0.08,625.0,5.504797186345335,0.2712431699828111,0.5163569241189768,0.8906263103385212
0.005,0.08,627.5,5.497430447993931,0.27534671716258174,0.5159365896840936,0.8938895015101539
0.005,0.08,630.0,5.490124530890277,0.2794150654917618,0.5155209729467274,0.8971270702846279
0.005,0.08,632.5,5.482885928300338,0.2834446724807609,0.5151100298018386,0.9003360658855677
0.005,0.08,635.0,5.475720844367237,0.2874321577399268,0.5147037122038592,0.9035136645595028
0.005,0.08,637.5,5.468635168084199,0.2913743170979154,0.5143019683807843,0.9066571814845527
0.005,0.08,640.0,5.461634451364299,0.2952681350960449,0.513904743054737,0.9097640802063232
0.005,0.08,642.5,5.4547238847599395,0.2991107975159271,0.5135119776547326,0.9128319843908004
0.005,0.08,645.0,5.4479082805440155,0.3028997005784522,0.5131236105690701,0.9158586855441992
0.005,0.08,647.5,5.44119205924095,0.30663245797705113,0.5127395773950262,0.9188421494486658
0.005,0.08,650.0,5.434579237766577,0.31030690720033216,0.5123598111892802,0.9217805216997574
0.005,0.08,652.5,5.4280734182460675,0.3139211153241605,0.5119842427248046,0.9246721330964389
0.005,0.08,655.0,5.4216777887684495,0.3174733783076704,0.5116128007668314,0.927515499590547
0.005,0.08,657.5,5.415395120097841,0.3209622224662148,0.511245412330963,0.930309324102611
0.005,0.08,660.0,5.40922776469467,0.32438640473690916,0.5108820029475921,0.933052497235088
0.005,0.08,662.5,5.403177666188536,0.3277449071752558,0.5105224969275645,0.9357440933028753
0.005,0.08,665.0,5.397246365899958,0.33103693310328625,0.5101668176130149,0.9383833676634223
0.005,0.08,667.5,5.391435011165971,0.33426190225338415,0.5098148876308892,0.940969753247312
0.005,0.08,670.0,5.385744370079559,0.33741944242253646,0.5094666291341791,0.9435028541645716
0.005,0.08,672.5,5.380174846769995,0.34050938085938015,0.5091219640300498,0.945982439037292
0.005,0.08,675.0,5.374726496866613,0.3435317355498408,0.5087808142037831,0.9484084342502135
0.005,0.08,677.5,5.369399045117587,0.34648670533268155,0.508443101736382,0.9507809162163988
0.005,0.08,680.0,5.364191907005436,0.3493746578734236,0.5081087490894857,0.9531001017878074
0.005,0.08,682.5,5.359104207763962,0.35219611906277304,0.5077776792937694,0.955366339839932
0.005,0.08,685.0,5.354134802778612,0.35495176165796366,0.5074498161336681,0.9575801022300916
0.005,0.08,687.5,5.3492823007675465,0.3576423924726565,0.5071250842869732,0.959741973426464
0.005,0.08,690.0,5.344545084548554,0.3602689408674286,0.5068034094734875,0.9618526412506843
0.005,0.08,692.5,5.339921332663091,0.36283244678767707,0.5064847185960281,0.9639128872158986
0.005,0.08,695.0,5.335409041161902,0.3653340487724208,0.5061689398334506,0.9659235767323444
0.005,0.08,697.5,5.331006044005277,0.3677749727102603,0.5058560027333098,0.9678856499511296
0.005,0.08,700.0,5.3267100363310105,0.37015651889055123,0.5055458384335382,0.9698001114451053
0.005,0.08,702.5,5.322518589097382,0.3724800543158609,0.5052383795093637,0.971668023253424
0.005,0.08,705.0,5.318429175295556,0.37474699792366567,0.5049335602873595,0.9734904934474453
0.005,0.08,707.5,5.314439179064646,0.3769588158537378,0.5046313166542767,0.9752686717482832
0.005,0.08,710.0,5.310545923661798,0.3791170059487457,0.5043315863204136,0.9770037370561233
0.005,0.08,712.5,5.306746676654674,0.3812230951111438,0.5040343086721987,0.9786968949008492
0.005,0.08,715.0,5.303038672383365,0.383278626820576,0.5037394249036147,0.980349367462726
0.005,0.08,717.5,5.299419121816395,0.38528515575452055,0.5034468779868787,0.9819623890957518
0.005,0.08,720.0,5.295885227113434,0.3872442401693184,0.5031566126912693,0.9835371993839146
0.005,0.08,722.5,5.292434195184277,0.38915743423002475,0.5028685755989653,0.9850750372523653
0.005,0.08,725.0,5.289063245086142,0.3910262840139559,0.502582715066494,0.986577137566569
0.005,0.08,727.5,5.285769619544231,0.3928523213511651,0.5022989812251235,0.9880447257712707
0.005,0.08,730.0,5.2825505942399085,0.3946370587129275,0.502017325960662,0.989479013713831
0.005,0.08,732.5,5.27940348263386,0.3963819866852836,0.5017377028712262,0.9908811973475231
0.005,0.08,735.0,5.276325645847155,0.39808856856878677,0.5014600672567804,0.992252452250725
0.005,0.08,737.5,5.2733144966478145,0.39975823827895707,0.5011843760753096,0.9935939317398954
0.005,0.08,740.0,5.27036750419748,0.40139239776983293,0.5009105879071275,0.9949067646993545
